	start	stop	strand
b4129	4353199	4354717	-1
b4130	4354953	4356411	-1
b4131	4356469	4358617	-1
b4132	4358696	4360031	-1
b4133	4360395	4361934	-1
b4135	4362732	4363308	-1
b4136	4363344	4365042	-1
b4137	4365017	4365356	-1
b4138	4365471	4366773	-1
b4139	4366890	4368327	-1
b4140	4368663	4369140	1
b4141	4369155	4370412	-1
b4142	4370687	4370981	1
b4143	4371024	4372671	1
b4144	4372808	4373162	1
b4145	4373364	4374234	-1
b4146	4374628	4375657	-1
b4147	4375698	4376265	1
b4410	4376316	4376442	1
b4411	4376552	4376699	1
b4148	4376874	4377192	1
b4149	4377188	4377722	-1
b4150	4377810	4378944	-1
b4151	4379006	4379366	-1
b4152	4379376	4379772	-1
b4153	4379782	4380517	-1
b4154	4380509	4382318	-1
b4155	4382642	4383620	1
b4156	4383838	4385341	1
b4157	4385392	4385707	1
b4158	4385703	4386018	1
b4159	4386046	4389370	-1
b4160	4389391	4390360	-1
b4161	4390456	4391509	-1
b4162	4391603	4392149	1
b4670	4392891	4392945	1
b4166	4392927	4394067	-1
b4167	4394065	4395613	1
b4168	4395584	4396046	1
b4169	4396064	4397402	1
b4170	4397411	4399259	1
b4171	4399251	4400202	1
b4172	4400287	4400596	1
b4173	4400671	4401952	1
b4174	4402037	4403297	1
b4175	4403299	4404304	1
b4176	4404385	4404583	1
b4177	4404686	4405985	1
b4178	4406189	4406615	1
b4179	4406653	4409095	1
b4180	4409274	4410006	1
b4181	4410132	4410534	1
b4182	4410552	4411251	1
b4183	4411301	4411961	1
b4184	4411978	4412377	1
b4185	4412386	4413025	1
b4186	4413027	4414191	1
b4187	4414274	4415900	1
b4188	4416016	4416292	-1
b4189	4416440	4416770	-1
b4190	4416951	4417701	1
b4191	4417697	4418453	-1
b4192	4418560	4419625	-1
b4193	4419979	4421377	1
b4194	4421392	4421698	1
b4195	4421707	4422172	1
b4196	4422185	4422836	1
b4197	4422845	4423700	1
b4198	4423699	4424386	1
b4199	4424515	4424791	-1
b4200	4425117	4425513	1
b4201	4425519	4425834	1
b4202	4425838	4426066	1
b4203	4426107	4426557	1
b4204	4426627	4427422	-1
b4206	4428078	4428717	-1
b4207	4428934	4429555	1
b4208	4429863	4431276	1
b4209	4431320	4431983	-1
b4210	4432090	4433056	-1
b4211	4433163	4434024	-1
b4212	4434112	4434493	1
b4213	4434621	4436565	-1
b4214	4436754	4437495	1
b4215	4437706	4438645	1
b4216	4438707	4439262	-1
b4217	4439586	4439793	1
b4218	4439871	4441215	-1
b4219	4441537	4442176	-1
b4220	4442381	4444115	1
b4221	4444111	4447891	1
b4222	4447893	4448235	1
b4223	4447975	4448245	-1
b4224	4448446	4448698	1
b4225	4448691	4449042	1
b4226	4449121	4449652	-1
b4227	4449961	4450918	1
b4485	4451057	4452560	1
b4230	4452570	4453596	1
b4231	4453582	4454578	1
b4232	4454610	4455609	-1
b4233	4455784	4457158	1
b4234	4457313	4457865	-1
b4235	4457958	4459311	1
b4237	4459899	4460364	-1
b4238	4460521	4462660	-1
b4239	4463053	4464709	-1
b4240	4464758	4466180	-1
b4241	4466298	4467246	-1
b4702	4467430	4467484	1
b4242	4467624	4470321	1
b4243	4470526	4470913	-1
b4244	4470985	4471447	-1
b4245	4471459	4472395	-1
b4246	4472398	4472533	-1
b4248	4472813	4473209	-1
b4249	4473339	4474053	-1
b4251	4474123	4474717	1
b4252	4474861	4475314	1
b4253	4475436	4477251	1
b4254	4477306	4478311	-1
b4255	4478472	4478889	1
b4256	4479033	4479537	-1
b4257	4479729	4480926	1
b4258	4480981	4483837	-1
b4259	4483836	4484280	-1
b4260	4484439	4485951	-1
b4261	4486217	4487318	1
b4262	4487317	4488400	1
b4263	4488560	4490063	-1
b4264	4490140	4491139	-1
b4265	4491205	4492525	-1
b4266	4492586	4493351	-1
b4267	4493374	4494406	-1
b4268	4494622	4495186	1
b4269	4495189	4496209	-1
b4272	4498271	4498637	1
b4273	4498594	4499500	1
b4277	4501259	4501589	1
b4278	4502102	4503431	-1
b4279	4504057	4505275	1
b4280	4505286	4506405	1
b4655	4506447	4506573	1
b4284	4507465	4508617	-1
b4287	4510689	4511457	-1
b4288	4511457	4512414	-1
b4289	4512410	4513409	-1
b4290	4513405	4514308	-1
b4291	4514352	4516677	-1
b4292	4516763	4517717	-1
b4293	4517713	4518235	-1
b4294	4518526	4518802	1
b4295	4519337	4520324	-1
b4296	4520670	4522020	-1
b4297	4522126	4524094	-1
b4298	4524104	4525010	-1
b4299	4525014	4525803	-1
b4300	4526105	4526888	-1
b4301	4526904	4527537	-1
b4302	4527548	4527980	-1
b4303	4528110	4528917	-1
b4304	4528929	4530243	-1
b4565	4530254	4530533	-1
b4305	4530529	4531651	-1
b4306	4532436	4533183	-1
b4307	4533238	4533784	-1
b4566	4533795	4534053	-1
b4309	4536613	4537594	-1
b4310	4537658	4538765	-1
b4311	4538784	4539501	-1
b4312	4540956	4541559	1
b4313	4542036	4542633	1
b4314	4543114	4543663	1
b4315	4543727	4544267	1
b4316	4544303	4545029	1
b4317	4545095	4547732	1
b4318	4547741	4548272	1
b4319	4548284	4548788	1
b4320	4548807	4549710	1
b4321	4549952	4551296	-1
b4322	4551635	4552820	1
b4323	4552900	4554361	1
b4324	4554575	4555349	1
b4325	4555489	4556320	-1
b4720	4556573	4556675	1
b4721	4556653	4556797	1
b4722	4556912	4556996	1
b4326	4556992	4557385	1
b4327	4557377	4558289	-1
b4328	4558353	4559526	-1
b4329	4559538	4560000	-1
b4330	4559996	4560680	-1
b4331	4560929	4561484	1
b4332	4561496	4562675	-1
b4333	4562742	4563603	-1
b4715	4563667	4563925	-1
b4334	4563921	4564689	-1
b4335	4564698	4565850	-1
b4336	4565965	4567246	-1
b4337	4567286	4568519	-1
b4340	4570161	4571574	-1
b4341	4571750	4571915	1
b4342	4572413	4573931	1
b4345	4576911	4577958	-1
b4346	4577957	4579337	-1
b4347	4579498	4579840	-1
b4348	4580067	4581462	-1
b4349	4581458	4583048	-1
b4350	4583248	4586761	-1
b4351	4586948	4587863	1
b4352	4587908	4588865	-1
b4353	4588875	4589079	-1
b4354	4589128	4591279	-1
b4355	4591656	4593312	1
b4356	4593360	4594722	-1
b4357	4594936	4595851	-1
b4358	4595989	4597012	1
b4359	4597149	4599441	-1
b4360	4599694	4600189	-1
b4361	4600237	4600975	-1
b4362	4600977	4601517	-1
b4363	4601623	4602097	-1
b4364	4602087	4602858	-1
b4365	4603476	4604202	1
b4366	4604159	4604837	1
b4367	4604874	4605663	-1
b4567	4605803	4606040	1
b4371	4606668	4607700	-1
b4372	4607802	4608216	1
b4373	4608184	4608631	1
b4374	4608645	4609323	1
b4375	4609413	4611003	1
b4376	4611395	4612001	1
b4568	4612127	4612289	1
b4377	4612410	4613484	1
b4378	4613480	4614260	1
b4379	4614679	4615543	-1
b4380	4615514	4617065	-1
b4381	4617322	4618102	1
b4382	4618228	4619551	1
b4383	4619602	4620826	1
b4384	4620882	4621602	1
b4385	4621768	4623100	1
b4386	4623100	4624117	-1
b4387	4624144	4624789	-1
b4388	4624894	4625863	1
b4389	4625911	4627294	1
b4390	4627314	4628547	1
b4391	4628854	4630522	-1
b4392	4630732	4632670	1
b4393	4632759	4633086	1
b4394	4633232	4633745	-1
b4395	4633796	4634444	1
b4396	4634440	4635310	-1
b4397	4635520	4635994	1
b4398	4636006	4636696	1
b4399	4636695	4638120	1
b4400	4638177	4639530	1
b4401	4639589	4640306	-1
b4402	4640401	4640542	1
b4403	4640941	4641628	1
